0.00000	1.02878
0.00000	1.02942
0.00000	1.02878
0.00000	1.02733
0.00000	1.02701
0.00000	1.02749
0.00000	1.02233
0.00000	1.01750
0.00000	1.00574
0.00873	0.99688
0.02182	0.98915
0.03054	0.97884
0.04800	0.96531
0.06545	0.93422
0.09599	0.89701
0.13090	0.85272
0.16144	0.80230
0.19635	0.73819
0.23126	0.67279
0.25307	0.62929
0.28798	0.56357
0.33161	0.48416
0.37525	0.38638
0.43633	0.27669
0.50178	0.17005
0.54978	0.09982
0.57160	0.07469
0.59341	0.04843
0.61087	0.03088
0.64141	0.01139
0.68068	-0.00408
0.72431	-0.01133
0.75922	-0.00376
0.79849	0.01735
0.83776	0.04763
0.86830	0.08661
0.89448	0.11077
0.91630	0.13977
0.93811	0.17488
0.96429	0.22160
1.00356	0.28136
1.04283	0.34563
1.08210	0.42633
1.12574	0.50736
1.16501	0.58016
1.19991	0.63703
1.23918	0.69308
1.26973	0.74850
1.30463	0.78748
1.33518	0.82453
1.37008	0.84853
1.40063	0.87607
1.43553	0.89218
1.47917	0.90040
1.51844	0.89621
1.54898	0.88461
1.57080	0.87430
1.59261	0.86818
1.61007	0.85561
1.62752	0.84080
1.64934	0.82002
1.67988	0.78281
1.71479	0.73223
1.74097	0.69743
1.76715	0.65475
1.79333	0.61947
1.81951	0.57082
1.85005	0.51638
1.87623	0.46531
1.89368	0.42907
1.91550	0.39830
1.93295	0.35819
1.95477	0.32743
1.97222	0.28104
1.99404	0.24930
2.02022	0.20468
2.04204	0.17472
2.06385	0.14492
2.08131	0.11512
2.09876	0.09563
2.11621	0.07662
2.12930	0.06100
2.14675	0.04473
2.16421	0.03168
2.17730	0.02331
2.19475	0.00865
2.21657	-0.00118
2.23402	-0.00456
2.25147	-0.00923
2.27329	-0.01229
2.29511	-0.00762
2.31692	0.00059
2.33438	0.00704
2.34747	0.01235
2.36492	0.02298
2.38674	0.04199
2.40419	0.05778
2.42164	0.07630
2.44782	0.10513
2.47400	0.14492
2.50455	0.19228
2.52636	0.23529
2.54382	0.27475
2.56127	0.30375
2.57872	0.34337
2.60054	0.37108
2.63108	0.42907
2.67035	0.51219
2.71835	0.59676
2.76635	0.68084
2.80125	0.74946
2.84052	0.81196
2.87543	0.85948
2.91034	0.89862
2.94088	0.92842
2.96706	0.95114
2.99324	0.96757
3.02815	0.98335
3.05869	0.99688
3.08051	0.99833
3.10232	0.99656
3.13287	0.99447
3.16777	0.97433
