180.00000	0.00011
180.11667	0.00301
180.18333	0.00671
180.25000	0.00027
180.36667	0.00092
180.50000	0.00027
180.60000	0.00043
180.71667	0.00059
180.86667	0.00043
180.98333	0.01203
181.10000	0.02556
181.21667	-0.00102
181.36667	0.01090
181.51667	0.00092
181.68333	0.00043
181.80000	0.00011
181.90000	0.02927
182.00000	0.00220
182.08333	0.00301
182.16667	0.00220
182.23333	0.00301
182.33333	0.00253
182.43333	0.00204
182.53333	0.29263
182.65000	-0.00021
182.75000	0.01155
182.88333	0.00543
183.01667	0.00494
183.16667	0.00414
183.31667	0.00591
183.46667	0.00253
183.60000	0.01058
183.71667	0.00075
183.80000	0.28990
183.88333	0.00075
183.95000	-0.00005
184.01667	0.00043
184.08333	0.00559
184.16667	0.00011
184.25000	0.00204
184.41667	-0.00118
184.58333	0.00156
184.76667	0.00285
184.93333	0.00301
185.08333	0.00285
185.25000	0.00301
185.43333	0.00381
185.63333	0.00349
185.85000	0.01638
186.06667	0.00333
186.28333	0.00253
186.46667	0.00269
186.61667	0.00301
186.75000	0.00220
186.86667	0.00398
187.01667	0.00414
187.16667	0.00398
187.31667	0.00478
187.51667	0.00543
187.68333	0.00446
187.86667	0.00414
188.01667	0.00301
188.20000	0.00204
188.33333	0.00236
188.41667	0.00317
188.51667	0.00301
188.58333	0.00333
188.66667	0.02637
188.76667	0.00768
188.86667	0.00832
188.96667	0.01203
189.08333	0.01010
189.16667	0.01155
189.28333	0.01767
189.36667	0.01364
189.46667	0.01831
189.56667	0.02105
189.68333	0.02024
189.80000	0.01928
189.93333	0.01493
190.06667	0.01010
190.18333	0.00494
190.28333	0.00398
190.38333	0.00543
190.48333	0.00430
190.61667	0.00526
190.75000	0.00188
190.90000	0.00317
191.05000	0.00849
191.16667	0.01573
191.26667	0.01815
191.38333	0.02637
191.48333	0.02411
191.58333	0.03055
191.68333	0.02379
191.76667	0.01799
191.85000	0.01686
191.93333	0.03458
192.06667	0.04908
192.20000	0.08387
192.35000	0.11593
192.48333	0.13993
192.66667	0.14911
192.78333	0.13880
192.81667	0.12865
192.86667	0.12688
192.93333	0.12173
193.05000	0.12527
193.21667	0.16683
193.40000	0.24028
193.56667	0.25881
193.76667	0.27057
193.91667	0.27073
194.03333	0.26606
194.15000	0.24866
194.26667	0.26396
194.38333	0.23722
194.50000	0.20662
194.61667	0.19921
194.75000	0.18390
194.86667	0.17086
194.98333	0.19341
195.08333	0.19969
195.21667	0.22289
195.36667	0.21660
195.50000	0.22192
195.63333	0.24012
195.76667	0.22965
195.98333	0.30085
196.20000	0.36142
196.35000	0.35868
196.51667	0.38236
196.65000	0.38558
196.80000	0.37640
196.91667	0.36657
197.03333	0.37785
197.15000	0.36432
197.26667	0.37462
197.38333	0.40249
197.51667	0.43567
197.65000	0.43793
197.80000	0.41538
197.93333	0.40040
198.08333	0.39750
198.21667	0.41038
198.35000	0.39508
198.45000	0.34321
198.53333	0.32485
198.65000	0.34966
198.76667	0.37495
198.86667	0.33725
198.95000	0.30310
199.05000	0.23722
199.18333	0.16715
199.33333	0.09418
199.46667	0.04537
199.60000	0.02669
199.71667	0.04570
199.83333	0.09869
199.95000	0.15781
200.05000	0.22305
200.11667	0.26863
200.20000	0.28796
200.26667	0.29247
200.35000	0.29376
200.50000	0.34048
200.63333	0.38558
200.78333	0.42988
200.91667	0.43777
201.08333	0.38526
201.21667	0.37060
201.35000	0.36979
201.50000	0.51912
201.66667	0.74817
201.81667	0.75735
201.95000	0.78941
202.11667	0.76187
202.26667	0.78071
202.40000	0.83387
202.55000	0.84933
202.70000	0.88171
202.88333	0.88783
203.06667	0.88477
203.23333	0.89605
203.40000	0.82227
203.58333	0.76074
203.71667	0.79150
203.85000	0.85384
203.98333	0.90378
204.10000	0.86254
204.21667	0.96386
204.31667	1.03039
204.41667	1.07597
204.50000	1.11882
204.58333	1.00542
204.65000	0.85094
204.76667	0.73513
204.86667	0.60852
204.98333	0.42005
205.11667	0.32759
205.23333	0.21451
205.35000	0.20130
205.48333	0.18004
205.60000	0.20050
205.70000	0.30214
205.81667	0.52830
205.91667	0.79279
206.01667	0.92939
206.13333	0.98674
206.25000	1.18261
206.35000	1.14315
206.46667	1.05536
206.61667	1.15861
206.75000	1.29634
206.91667	1.38686
207.05000	1.49785
207.16667	1.54730
207.28333	1.56631
207.40000	1.59514
207.51667	1.57678
207.65000	1.47739
207.80000	1.44356
207.93333	1.46418
208.10000	1.74849
208.31667	1.94453
208.51667	1.97787
208.68333	2.00155
208.85000	2.01122
209.01667	2.04746
209.20000	2.06325
209.36667	2.05085
209.53333	2.08290
209.70000	2.14298
209.85000	2.08048
210.03333	2.05793
210.20000	1.70903
210.36667	1.55294
210.53333	1.31985
210.68333	1.27475
210.83333	1.03715
210.96667	0.72739
211.11667	0.44163
211.25000	0.43857
211.35000	0.51106
211.46667	0.69792
211.58333	1.14186
211.71667	1.45339
211.86667	1.80842
212.01667	2.47884
212.15000	2.58838
212.28333	2.55649
212.45000	2.32855
212.60000	1.96209
212.76667	1.77411
212.93333	1.83354
213.11667	2.31985
213.28333	2.51009
213.45000	3.10031
213.60000	3.18858
213.73333	3.07743
213.85000	2.90620
213.96667	2.79102
214.06667	2.98690
214.16667	3.23304
214.26667	3.35112
214.38333	3.29747
214.51667	3.18391
214.65000	2.87447
214.76667	3.00543
214.86667	3.23803
215.00000	3.48788
215.13333	3.65847
215.30000	3.66233
215.45000	3.71163
215.56667	3.72161
215.71667	3.99530
215.83333	4.00722
215.98333	3.31052
216.11667	2.92231
216.28333	2.94711
216.46667	3.47499
216.65000	3.38140
216.83333	3.54426
216.98333	3.11980
217.13333	2.59772
217.28333	2.22304
217.45000	2.73303
217.63333	2.46902
217.80000	1.96885
217.98333	1.72691
218.15000	2.29263
218.30000	2.96645
218.46667	3.53459
218.60000	4.16879
218.75000	4.17814
218.91667	4.18313
219.05000	4.18200
219.20000	4.18184
219.36667	4.18184
219.51667	4.18490
219.66667	4.00722
219.81667	2.88639
219.95000	2.05391
220.10000	1.37527
220.28333	0.73045
220.46667	1.41763
220.66667	1.75365
220.86667	2.71886
221.05000	3.26832
221.20000	4.17781
221.35000	4.17958
221.48333	4.18136
221.61667	4.18297
221.73333	4.18587
221.86667	4.18329
222.05000	4.18635
222.23333	4.18442
222.40000	4.18651
222.55000	4.18716
222.71667	4.18732
222.86667	4.18989
223.00000	4.19650
223.11667	4.19022
223.21667	4.18844
223.31667	4.18828
223.41667	4.18780
223.55000	4.19022
223.70000	4.18796
223.83333	4.18973
223.95000	4.19344
224.05000	4.19054
224.13333	4.19199
224.21667	4.19134
