180.00000	0.01412
180.03333	0.01976
180.08333	0.02492
180.16667	0.03136
180.23333	0.04006
180.31667	0.04247
180.41667	0.04199
180.51667	0.02943
180.61667	0.02669
180.71667	0.02057
180.80000	0.01300
180.90000	0.00704
181.01667	0.00430
181.13333	0.00301
181.25000	0.00172
181.36667	0.00188
181.45000	0.00301
181.51667	0.00704
181.60000	0.00543
181.68333	0.01735
181.76667	0.01654
181.85000	0.01751
181.93333	0.01751
182.01667	0.01187
182.11667	0.01976
182.25000	0.04537
182.40000	0.08403
182.55000	0.08226
182.73333	0.07485
182.90000	0.06422
183.06667	0.04811
183.21667	0.04183
183.36667	0.01847
183.51667	0.00301
183.65000	0.00575
183.78333	0.02991
183.91667	0.06857
184.03333	0.06905
184.16667	0.06841
184.26667	0.08146
184.35000	0.07872
184.45000	0.09595
184.55000	0.09773
184.65000	0.10062
184.76667	0.09805
184.86667	0.09321
185.01667	0.05633
185.16667	0.04054
185.33333	0.03893
185.51667	0.06809
185.70000	0.07904
185.88333	0.11561
186.05000	0.13010
186.21667	0.15394
186.36667	0.15845
186.48333	0.16216
186.61667	0.16151
186.73333	0.16554
186.86667	0.17504
187.00000	0.16941
187.06667	0.15201
187.15000	0.13204
187.25000	0.13800
187.36667	0.15700
187.51667	0.15813
187.68333	0.13912
187.86667	0.13751
188.03333	0.15233
188.15000	0.15588
188.28333	0.18954
188.46667	0.20243
188.60000	0.20935
188.76667	0.22144
188.93333	0.22015
189.08333	0.21709
189.23333	0.22272
189.40000	0.23787
189.55000	0.23706
189.73333	0.24592
189.95000	0.23883
190.18333	0.24995
190.40000	0.25027
190.61667	0.24914
190.81667	0.20839
191.00000	0.20823
191.20000	0.20033
191.40000	0.23255
191.61667	0.22723
191.81667	0.20066
192.05000	0.20146
192.25000	0.16167
192.43333	0.15829
192.65000	0.17231
192.81667	0.16844
193.00000	0.19115
193.18333	0.17585
193.36667	0.17327
193.55000	0.20807
193.71667	0.22868
193.86667	0.31341
194.00000	0.38300
194.13333	0.44743
194.26667	0.47611
194.41667	0.48770
194.58333	0.49656
194.76667	0.50043
194.95000	0.51380
195.13333	0.52797
195.30000	0.54602
195.46667	0.52830
195.63333	0.50591
195.80000	0.43197
195.96667	0.41908
196.13333	0.37720
196.31667	0.33967
196.46667	0.35562
196.60000	0.39428
196.75000	0.52073
196.86667	0.57227
197.00000	0.61528
197.10000	0.61657
197.20000	0.65620
197.33333	0.67085
197.46667	0.61705
197.63333	0.51009
197.81667	0.52282
198.01667	0.48480
198.21667	0.43680
198.40000	0.41828
198.60000	0.32904
198.80000	0.19051
198.98333	0.08113
199.16667	0.10497
199.33333	0.15620
199.45000	0.20678
199.56667	0.22047
199.66667	0.25607
199.76667	0.34627
199.88333	0.40668
200.00000	0.50719
200.13333	0.58516
200.26667	0.58306
200.40000	0.63074
200.53333	0.76541
200.65000	0.88090
200.78333	0.95339
200.91667	0.99978
201.06667	1.01476
201.23333	0.99833
201.40000	1.03152
201.58333	1.02620
201.75000	1.02813
201.90000	1.06277
202.03333	1.13606
202.18333	1.15797
202.36667	1.12043
202.53333	1.12333
202.68333	1.13767
202.85000	1.15587
203.01667	1.19034
203.18333	1.15072
203.30000	1.09434
203.45000	1.00107
203.60000	0.80407
203.75000	0.66135
203.88333	0.46596
204.03333	0.33210
204.15000	0.17488
204.28333	0.09466
204.40000	0.06325
204.53333	0.09064
204.68333	0.18858
204.81667	0.21403
204.91667	0.20339
205.03333	0.24850
205.13333	0.24431
205.23333	0.48416
205.36667	0.64347
205.50000	0.90764
205.63333	1.16231
205.78333	1.18599
205.93333	1.08081
206.08333	0.86109
206.23333	0.47288
206.36667	0.28845
206.53333	0.20903
206.66667	0.17198
206.81667	0.11625
206.96667	0.12334
207.11667	0.15040
207.23333	0.26541
207.36667	0.36013
207.51667	0.47240
207.65000	0.57259
207.76667	0.70388
